method,seed,start,end,runtime_s,ok,verifier,twq,RX,RY,RZ,RXX,CZ
exact_len,75,300,66,30.027,True,exact,33,1,14,18,33,0
exact_len,76,300,58,30.056,True,exact,25,0,21,12,25,0
exact_len,77,300,72,30.089,True,exact,35,4,18,15,35,0
exact_len,78,300,64,30.032,True,exact,26,3,19,16,26,0
exact_len,79,300,84,30.077,True,exact,35,3,24,22,35,0
exact_len,80,300,82,30.08,True,exact,38,1,24,19,38,0
exact_len,81,300,51,30.05,True,exact,23,2,15,11,23,0
exact_len,82,300,79,30.028,True,exact,33,4,20,22,33,0
exact_len,83,300,64,30.0,True,exact,28,2,21,13,28,0
exact_len,84,300,32,30.001,True,exact,14,2,4,12,14,0
exact_len,85,300,65,30.061,True,exact,28,2,17,18,28,0
exact_len,86,300,74,30.027,True,exact,33,3,16,22,33,0
exact_len,87,300,83,30.08,True,exact,38,3,18,24,38,0
exact_len,88,300,94,30.038,True,exact,42,1,24,27,42,0
exact_len,89,300,53,30.008,True,exact,23,1,18,11,23,0
exact_len,90,300,49,30.038,True,exact,19,3,13,14,19,0
exact_len,91,300,73,30.003,True,exact,33,4,22,14,33,0
exact_len,92,300,50,30.041,True,exact,20,2,16,12,20,0
exact_len,93,300,57,30.065,True,exact,25,3,14,15,25,0
exact_len,94,300,40,30.01,True,exact,15,3,12,10,15,0
exact_len,95,300,59,30.011,True,exact,26,4,11,18,26,0
exact_len,96,300,44,30.015,True,exact,18,3,12,11,18,0
exact_len,97,300,47,30.04,True,exact,19,2,11,15,19,0
exact_len,98,300,68,30.027,True,exact,29,2,17,20,29,0
exact_len,99,300,72,30.024,True,exact,34,0,17,21,34,0
